Interaction_ID,User_ID,User_Name,User_Age,User_Gender,User_Location,User_Membership_Level,Item_ID,Item_Name,Item_Category,Item_Subcategory,Item_Brand,Item_Price,Item_Rating,Interaction_Type,Timestamp,Rating,Discount_Applied,Payment_Method,Referral_Source
5034,U034,John Doe,26,Female,Phoenix,Gold,P0034,Smartwatch,Home Goods,Kitchen Appliances,Brand D,575.37,4.4,purchase,2024-01-04 11:53:00,4,False,Cash,social media
5035,U035,Alice Johnson,42,Male,Los Angeles,Platinum,P0035,Smartwatch,Electronics,Apparel,Brand B,207.19,4.0,purchase,2024-01-04 11:54:00,4,True,Cash,direct visit
5036,U036,Alice Johnson,38,Female,Houston,Gold,P0036,Novel,Books,Apparel,Brand B,670.09,3.9,purchase,2024-01-04 11:55:00,5,True,PayPal,direct visit
5037,U037,Bob Brown,36,Non-Binary,Chicago,Platinum,P0037,Laptop,Electronics,Wearable Tech,Brand A,138.96,3.8,click,2024-01-04 11:56:00,4,False,PayPal,email campaign
5038,U038,John Doe,39,Female,Phoenix,Silver,P0038,T-Shirt,Books,Kitchen Appliances,Brand C,499.35,3.4,review,2024-01-04 11:57:00,3,True,PayPal,search engine
5039,U039,Alice Johnson,49,Male,New York,Platinum,P0039,Novel,Home Goods,Apparel,Brand A,589.93,4.6,review,2024-01-04 11:58:00,,True,Bank Transfer,search engine
5040,U040,Bob Brown,43,Male,Phoenix,Platinum,P0040,Laptop,Clothing,Apparel,Brand C,575.51,4.1,purchase,2024-01-04 11:59:00,5,True,Credit Card,social media
5041,U041,Jane Smith,37,Male,Houston,Platinum,P0041,T-Shirt,Books,Fiction,Brand D,347.13,3.2,purchase,2024-01-04 12:00:00,4,False,Credit Card,direct visit
5042,U042,Bob Brown,30,Non-Binary,Los Angeles,Platinum,P0042,Coffee Maker,Electronics,Fiction,Brand A,311.73,3.8,review,2024-01-04 12:01:00,,False,Bank Transfer,direct visit
5043,U043,Bob Brown,51,Non-Binary,Chicago,Gold,P0043,Smartwatch,Electronics,Apparel,Brand D,375.53,4.4,review,2024-01-04 12:02:00,5,True,Credit Card,direct visit
5044,U044,Bob Brown,36,Female,Chicago,Silver,P0044,Coffee Maker,Books,Kitchen Appliances,Brand D,777.64,4.5,review,2024-01-04 12:03:00,5,False,Cash,social media
5045,U045,Charlie Davis,23,Male,Los Angeles,Gold,P0045,T-Shirt,Books,Apparel,Brand B,650.04,3.1,purchase,2024-01-04 12:04:00,3,True,Cash,direct visit
5046,U046,Bob Brown,46,Non-Binary,New York,Platinum,P0046,Headphones,Home Goods,Fiction,Brand B,944.88,3.6,review,2024-01-04 12:05:00,4,False,Cash,direct visit
5047,U047,Bob Brown,53,Male,Chicago,Gold,P0047,Novel,Clothing,Wearable Tech,Brand C,137.42,4.7,purchase,2024-01-04 12:06:00,4,False,Cash,social media
5048,U048,Jane Smith,36,Male,Phoenix,Gold,P0048,Coffee Maker,Clothing,Kitchen Appliances,Brand B,144.92,4.7,review,2024-01-04 12:07:00,3,True,Credit Card,social media
5049,U049,Charlie Davis,55,Non-Binary,Houston,Platinum,P0049,T-Shirt,Clothing,Fiction,Brand D,315.07,4.1,purchase,2024-01-04 12:08:00,5,False,Bank Transfer,direct visit
5050,U050,Charlie Davis,45,Female,Chicago,Silver,P0050,Laptop,Clothing,Apparel,Brand A,229.69,4.4,purchase,2024-01-04 12:09:00,5,True,Credit Card,search engine
5051,U051,Bob Brown,48,Female,Houston,Platinum,P0051,Laptop,Clothing,Wearable Tech,Brand C,407.3,4.5,click,2024-01-04 12:10:00,,True,PayPal,social media
5052,U052,Jane Smith,27,Female,Chicago,Gold,P0052,Coffee Maker,Home Goods,Fiction,Brand B,565.11,3.4,click,2024-01-04 12:11:00,4,True,PayPal,social media
5053,U053,John Doe,40,Non-Binary,Phoenix,Gold,P0053,Smartwatch,Clothing,Wearable Tech,Brand A,386.49,4.1,purchase,2024-01-04 12:12:00,4,True,Cash,search engine
5054,U054,Alice Johnson,23,Male,Los Angeles,Silver,P0054,Laptop,Books,Wearable Tech,Brand D,532.3,4.5,review,2024-01-04 12:13:00,,True,Bank Transfer,email campaign
5055,U055,Charlie Davis,34,Male,New York,Platinum,P0055,Laptop,Books,Fiction,Brand A,68.02,3.2,click,2024-01-04 12:14:00,3,False,Credit Card,social media
5056,U056,Jane Smith,25,Female,New York,Platinum,P0056,Smartwatch,Clothing,Kitchen Appliances,Brand A,443.5,3.2,click,2024-01-04 12:15:00,,False,Cash,email campaign
5057,U057,Alice Johnson,52,Non-Binary,Chicago,Silver,P0057,Novel,Home Goods,Fiction,Brand D,989.4,4.3,purchase,2024-01-04 12:16:00,5,True,Cash,direct visit
5058,U058,John Doe,55,Male,Houston,Silver,P0058,Smartwatch,Clothing,Wearable Tech,Brand A,312.2,3.4,review,2024-01-04 12:17:00,5,False,Cash,email campaign
5059,U059,Charlie Davis,31,Male,Phoenix,Platinum,P0059,Coffee Maker,Clothing,Wearable Tech,Brand B,166.8,3.4,click,2024-01-04 12:18:00,3,True,Bank Transfer,email campaign
5060,U060,John Doe,41,Female,Houston,Platinum,P0060,Laptop,Electronics,Wearable Tech,Brand D,923.02,3.4,purchase,2024-01-04 12:19:00,4,True,Credit Card,direct visit
5061,U061,Bob Brown,41,Female,New York,Platinum,P0061,Coffee Maker,Books,Wearable Tech,Brand A,693.63,3.7,click,2024-01-04 12:20:00,3,True,Cash,social media
5062,U062,John Doe,41,Female,Phoenix,Platinum,P0062,Smartwatch,Clothing,Fiction,Brand B,334.73,4.7,click,2024-01-04 12:21:00,,True,Credit Card,search engine
5063,U063,Jane Smith,20,Female,Los Angeles,Silver,P0063,Smartwatch,Home Goods,Kitchen Appliances,Brand D,34.46,4.9,click,2024-01-04 12:22:00,5,True,Credit Card,direct visit
5064,U064,John Doe,18,Male,Chicago,Silver,P0064,Coffee Maker,Home Goods,Fiction,Brand D,557.67,4.9,review,2024-01-04 12:23:00,,True,Bank Transfer,social media
5065,U065,Jane Smith,31,Non-Binary,Phoenix,Platinum,P0065,Novel,Home Goods,Fiction,Brand C,136.39,3.3,click,2024-01-04 12:24:00,5,True,Credit Card,direct visit
5066,U066,Charlie Davis,23,Non-Binary,Phoenix,Platinum,P0066,Coffee Maker,Clothing,Wearable Tech,Brand B,902.95,4.1,click,2024-01-04 12:25:00,3,False,Bank Transfer,email campaign
5067,U067,John Doe,46,Male,Phoenix,Gold,P0067,Coffee Maker,Home Goods,Fiction,Brand B,869.67,4.7,purchase,2024-01-04 12:26:00,3,False,Bank Transfer,direct visit
5068,U068,Bob Brown,36,Female,Los Angeles,Silver,P0068,Smartwatch,Books,Kitchen Appliances,Brand B,12.92,3.8,click,2024-01-04 12:27:00,,False,Bank Transfer,direct visit
5069,U069,Alice Johnson,40,Non-Binary,Houston,Platinum,P0069,Coffee Maker,Electronics,Wearable Tech,Brand A,528.05,4.3,purchase,2024-01-04 12:28:00,3,True,Credit Card,email campaign
5070,U070,Bob Brown,34,Non-Binary,Los Angeles,Platinum,P0070,Laptop,Clothing,Fiction,Brand A,298.81,3.1,purchase,2024-01-04 12:29:00,5,False,PayPal,social media
5071,U071,Charlie Davis,20,Male,New York,Gold,P0071,Headphones,Electronics,Apparel,Brand A,605.9,4.2,purchase,2024-01-04 12:30:00,4,False,Cash,social media
5072,U072,Charlie Davis,54,Non-Binary,Chicago,Platinum,P0072,Novel,Home Goods,Kitchen Appliances,Brand C,322.82,3.8,review,2024-01-04 12:31:00,,False,Bank Transfer,direct visit
5073,U073,Bob Brown,30,Male,Chicago,Gold,P0073,Coffee Maker,Electronics,Wearable Tech,Brand D,363.68,4.2,review,2024-01-04 12:32:00,,True,Cash,email campaign
5074,U074,Alice Johnson,41,Male,Phoenix,Platinum,P0074,Novel,Home Goods,Fiction,Brand D,638.67,4.7,click,2024-01-04 12:33:00,,False,Credit Card,direct visit
5075,U075,John Doe,39,Non-Binary,Phoenix,Platinum,P0075,Headphones,Books,Wearable Tech,Brand B,855.97,3.0,purchase,2024-01-04 12:34:00,4,True,PayPal,email campaign
5076,U076,Bob Brown,27,Female,New York,Platinum,P0076,Laptop,Books,Wearable Tech,Brand D,283.92,4.5,click,2024-01-04 12:35:00,,False,Credit Card,email campaign
5077,U077,Bob Brown,39,Non-Binary,Los Angeles,Silver,P0077,Headphones,Clothing,Kitchen Appliances,Brand B,792.19,4.2,review,2024-01-04 12:36:00,,True,Bank Transfer,email campaign
5078,U078,John Doe,40,Male,Chicago,Silver,P0078,Headphones,Electronics,Apparel,Brand D,149.87,3.6,purchase,2024-01-04 12:37:00,3,False,PayPal,email campaign
5079,U079,John Doe,30,Female,Los Angeles,Platinum,P0079,Coffee Maker,Electronics,Fiction,Brand D,424.61,3.1,purchase,2024-01-04 12:38:00,4,True,PayPal,search engine
5080,U080,Jane Smith,31,Female,Houston,Platinum,P0080,T-Shirt,Clothing,Apparel,Brand C,947.41,4.1,purchase,2024-01-04 12:39:00,5,True,PayPal,direct visit
5081,U081,John Doe,33,Non-Binary,New York,Platinum,P0081,Headphones,Books,Wearable Tech,Brand B,270.54,4.0,purchase,2024-01-04 12:40:00,5,False,Bank Transfer,direct visit
5082,U082,Alice Johnson,30,Female,Los Angeles,Gold,P0082,Laptop,Electronics,Fiction,Brand A,475.85,3.7,click,2024-01-04 12:41:00,4,True,Bank Transfer,direct visit
5083,U083,Bob Brown,45,Non-Binary,Chicago,Silver,P0083,Novel,Home Goods,Kitchen Appliances,Brand B,133.45,3.1,click,2024-01-04 12:42:00,,False,Bank Transfer,direct visit
5084,U084,Alice Johnson,50,Non-Binary,Houston,Gold,P0084,Laptop,Electronics,Apparel,Brand B,576.58,3.5,click,2024-01-04 12:43:00,,False,PayPal,social media
5085,U085,Bob Brown,41,Male,Houston,Silver,P0085,Laptop,Clothing,Apparel,Brand A,251.45,3.2,click,2024-01-04 12:44:00,4,False,Bank Transfer,social media
5086,U086,Alice Johnson,42,Non-Binary,Los Angeles,Silver,P0086,Laptop,Books,Apparel,Brand A,327.19,4.6,click,2024-01-04 12:45:00,5,False,Cash,search engine
5087,U087,John Doe,30,Female,Chicago,Platinum,P0087,Laptop,Books,Kitchen Appliances,Brand B,550.01,3.8,purchase,2024-01-04 12:46:00,,False,PayPal,direct visit
5088,U088,Charlie Davis,49,Male,Houston,Gold,P0088,Laptop,Home Goods,Apparel,Brand C,958.94,3.1,click,2024-01-04 12:47:00,5,True,Credit Card,email campaign
5089,U089,Charlie Davis,35,Non-Binary,Phoenix,Platinum,P0089,Smartwatch,Books,Apparel,Brand B,959.53,4.2,review,2024-01-04 12:48:00,3,True,Cash,social media
5090,U090,John Doe,40,Male,Houston,Silver,P0090,Coffee Maker,Books,Fiction,Brand B,931.19,3.3,review,2024-01-04 12:49:00,4,True,Cash,social media
5091,U091,Charlie Davis,39,Non-Binary,Houston,Gold,P0091,Coffee Maker,Books,Kitchen Appliances,Brand C,310.39,4.9,purchase,2024-01-04 12:50:00,4,True,PayPal,search engine
5092,U092,Charlie Davis,22,Male,New York,Platinum,P0092,Headphones,Books,Kitchen Appliances,Brand B,689.17,4.5,click,2024-01-04 12:51:00,3,False,Cash,direct visit
5093,U093,Charlie Davis,59,Male,Houston,Silver,P0093,Novel,Clothing,Kitchen Appliances,Brand C,188.32,3.2,click,2024-01-04 12:52:00,3,True,Credit Card,email campaign
5094,U094,Jane Smith,33,Male,Phoenix,Gold,P0094,T-Shirt,Electronics,Kitchen Appliances,Brand D,801.89,3.2,review,2024-01-04 12:53:00,3,True,Credit Card,email campaign
5095,U095,Alice Johnson,59,Male,New York,Platinum,P0095,Smartwatch,Books,Wearable Tech,Brand B,495.93,3.3,click,2024-01-04 12:54:00,5,False,Cash,social media
5096,U096,Alice Johnson,58,Male,Phoenix,Gold,P0096,Coffee Maker,Books,Apparel,Brand A,137.39,4.1,review,2024-01-04 12:55:00,3,True,Credit Card,search engine
5097,U097,Charlie Davis,49,Female,Los Angeles,Silver,P0097,Headphones,Clothing,Apparel,Brand D,615.47,4.8,purchase,2024-01-04 12:56:00,3,False,Bank Transfer,email campaign
5098,U098,Bob Brown,59,Non-Binary,Los Angeles,Gold,P0098,T-Shirt,Books,Apparel,Brand A,826.85,3.0,purchase,2024-01-04 12:57:00,5,False,Bank Transfer,email campaign
5099,U099,John Doe,28,Non-Binary,New York,Platinum,P0099,Laptop,Home Goods,Fiction,Brand D,675.68,3.3,review,2024-01-04 12:58:00,5,True,Cash,social media
5100,U100,Bob Brown,27,Male,Houston,Silver,P0100,Laptop,Home Goods,Wearable Tech,Brand D,732.36,3.4,review,2024-01-04 12:59:00,5,True,Bank Transfer,social media
5101,U101,Alice Johnson,33,Female,Houston,Gold,P0101,Laptop,Home Goods,Kitchen Appliances,Brand D,353.0,4.4,click,2024-01-04 13:00:00,3,False,Credit Card,social media
5102,U102,Alice Johnson,59,Non-Binary,Los Angeles,Gold,P0102,Laptop,Books,Kitchen Appliances,Brand C,649.43,5.0,review,2024-01-04 13:01:00,3,True,Cash,social media
5103,U103,Alice Johnson,43,Non-Binary,Los Angeles,Gold,P0103,Novel,Books,Apparel,Brand B,129.75,3.3,purchase,2024-01-04 13:02:00,,False,Cash,email campaign
5104,U104,Bob Brown,53,Male,Chicago,Gold,P0104,Novel,Clothing,Apparel,Brand A,643.08,3.5,click,2024-01-04 13:03:00,3,False,Cash,direct visit
5105,U105,Bob Brown,36,Non-Binary,Houston,Gold,P0105,Novel,Electronics,Apparel,Brand D,558.83,3.7,click,2024-01-04 13:04:00,4,False,PayPal,search engine
5106,U106,Alice Johnson,37,Non-Binary,Phoenix,Gold,P0106,Headphones,Electronics,Fiction,Brand C,89.39,4.8,click,2024-01-04 13:05:00,,True,Credit Card,email campaign
5107,U107,Charlie Davis,20,Male,Houston,Platinum,P0107,Coffee Maker,Clothing,Kitchen Appliances,Brand C,109.35,3.2,review,2024-01-04 13:06:00,4,False,Credit Card,search engine
5108,U108,Charlie Davis,33,Male,Houston,Silver,P0108,Smartwatch,Clothing,Kitchen Appliances,Brand D,684.33,4.0,purchase,2024-01-04 13:07:00,5,True,Bank Transfer,social media
5109,U109,Bob Brown,26,Non-Binary,Phoenix,Gold,P0109,Laptop,Clothing,Wearable Tech,Brand C,470.85,3.1,purchase,2024-01-04 13:08:00,5,False,PayPal,search engine
5110,U110,John Doe,59,Female,Chicago,Silver,P0110,Coffee Maker,Electronics,Fiction,Brand C,221.21,5.0,click,2024-01-04 13:09:00,4,False,Bank Transfer,direct visit
5111,U111,Jane Smith,51,Female,Chicago,Platinum,P0111,Novel,Home Goods,Wearable Tech,Brand D,969.85,3.0,review,2024-01-04 13:10:00,,True,Bank Transfer,email campaign
5112,U112,John Doe,24,Non-Binary,Houston,Gold,P0112,Coffee Maker,Books,Fiction,Brand B,972.2,4.8,click,2024-01-04 13:11:00,3,False,Credit Card,search engine
5113,U113,Bob Brown,58,Non-Binary,New York,Gold,P0113,T-Shirt,Clothing,Apparel,Brand A,302.03,4.1,purchase,2024-01-04 13:12:00,4,False,Bank Transfer,email campaign
5114,U114,Jane Smith,25,Non-Binary,Chicago,Silver,P0114,Coffee Maker,Books,Wearable Tech,Brand B,415.07,3.5,purchase,2024-01-04 13:13:00,,False,Cash,direct visit
5115,U115,Jane Smith,19,Non-Binary,New York,Silver,P0115,Headphones,Electronics,Kitchen Appliances,Brand A,20.85,3.7,purchase,2024-01-04 13:14:00,4,True,PayPal,email campaign
5116,U116,John Doe,54,Male,Houston,Gold,P0116,Coffee Maker,Books,Apparel,Brand D,820.72,4.3,purchase,2024-01-04 13:15:00,,True,Bank Transfer,direct visit
5117,U117,Bob Brown,49,Female,Los Angeles,Silver,P0117,Novel,Electronics,Apparel,Brand A,911.52,3.2,purchase,2024-01-04 13:16:00,,True,Cash,direct visit
5118,U118,John Doe,46,Non-Binary,Phoenix,Silver,P0118,T-Shirt,Books,Kitchen Appliances,Brand A,24.45,3.2,click,2024-01-04 13:17:00,,True,Cash,email campaign
5119,U119,Alice Johnson,59,Male,Phoenix,Gold,P0119,Laptop,Home Goods,Fiction,Brand C,258.19,4.7,purchase,2024-01-04 13:18:00,3,True,Bank Transfer,social media
5120,U120,Alice Johnson,28,Male,Phoenix,Gold,P0120,Novel,Clothing,Kitchen Appliances,Brand B,412.53,3.3,review,2024-01-04 13:19:00,5,False,Bank Transfer,search engine
5121,U121,Jane Smith,48,Male,New York,Platinum,P0121,T-Shirt,Books,Apparel,Brand C,491.87,4.5,click,2024-01-04 13:20:00,,False,Cash,direct visit
5122,U122,Charlie Davis,35,Male,Chicago,Gold,P0122,Headphones,Books,Fiction,Brand A,555.83,4.8,click,2024-01-04 13:21:00,4,False,Bank Transfer,search engine
5123,U123,Alice Johnson,59,Non-Binary,Los Angeles,Platinum,P0123,Headphones,Electronics,Fiction,Brand C,334.55,4.7,review,2024-01-04 13:22:00,,True,Cash,search engine
5124,U124,Alice Johnson,28,Female,Los Angeles,Platinum,P0124,Smartwatch,Clothing,Apparel,Brand A,387.68,3.8,click,2024-01-04 13:23:00,3,False,Credit Card,search engine
5125,U125,John Doe,22,Male,Houston,Silver,P0125,T-Shirt,Electronics,Apparel,Brand D,388.62,4.8,click,2024-01-04 13:24:00,,True,Cash,direct visit
5126,U126,Charlie Davis,52,Non-Binary,Phoenix,Platinum,P0126,Headphones,Books,Wearable Tech,Brand B,438.85,3.8,click,2024-01-04 13:25:00,,False,Bank Transfer,search engine
5127,U127,Bob Brown,20,Non-Binary,Chicago,Silver,P0127,Headphones,Books,Fiction,Brand D,968.14,3.2,purchase,2024-01-04 13:26:00,5,False,Cash,direct visit
5128,U128,Charlie Davis,46,Male,Los Angeles,Gold,P0128,T-Shirt,Home Goods,Apparel,Brand A,69.39,4.0,review,2024-01-04 13:27:00,3,True,Cash,email campaign
5129,U129,John Doe,41,Male,Los Angeles,Silver,P0129,Laptop,Home Goods,Apparel,Brand C,399.49,3.3,click,2024-01-04 13:28:00,4,True,Credit Card,email campaign
5130,U130,Jane Smith,36,Male,Phoenix,Silver,P0130,Coffee Maker,Home Goods,Wearable Tech,Brand D,372.67,4.4,purchase,2024-01-04 13:29:00,3,True,PayPal,social media
5131,U131,John Doe,43,Female,Phoenix,Platinum,P0131,Novel,Home Goods,Wearable Tech,Brand B,741.92,4.4,click,2024-01-04 13:30:00,5,False,Bank Transfer,direct visit
5132,U132,Jane Smith,47,Female,Chicago,Silver,P0132,T-Shirt,Books,Wearable Tech,Brand D,209.76,3.2,review,2024-01-04 13:31:00,,False,Cash,direct visit
5133,U133,Alice Johnson,51,Male,New York,Gold,P0133,Smartwatch,Clothing,Wearable Tech,Brand A,75.32,4.2,click,2024-01-04 13:32:00,5,True,Credit Card,search engine
5134,U134,Alice Johnson,32,Non-Binary,Phoenix,Gold,P0134,Smartwatch,Books,Wearable Tech,Brand C,240.7,4.7,click,2024-01-04 13:33:00,3,False,PayPal,direct visit
5135,U135,John Doe,46,Non-Binary,Chicago,Gold,P0135,Smartwatch,Clothing,Apparel,Brand A,614.24,3.1,purchase,2024-01-04 13:34:00,3,True,Bank Transfer,search engine
5136,U136,John Doe,54,Female,Phoenix,Platinum,P0136,T-Shirt,Books,Wearable Tech,Brand B,408.42,3.7,purchase,2024-01-04 13:35:00,,True,Credit Card,direct visit
5137,U137,John Doe,40,Non-Binary,Los Angeles,Silver,P0137,Coffee Maker,Home Goods,Fiction,Brand A,744.49,4.6,click,2024-01-04 13:36:00,5,False,Bank Transfer,direct visit
5138,U138,Jane Smith,31,Non-Binary,Houston,Platinum,P0138,T-Shirt,Clothing,Wearable Tech,Brand D,714.19,4.8,click,2024-01-04 13:37:00,3,False,Credit Card,direct visit
5139,U139,Bob Brown,33,Female,Phoenix,Platinum,P0139,Novel,Home Goods,Apparel,Brand B,873.28,3.1,purchase,2024-01-04 13:38:00,3,True,Cash,email campaign
5140,U140,John Doe,54,Female,Phoenix,Platinum,P0140,Laptop,Clothing,Kitchen Appliances,Brand D,107.43,3.8,review,2024-01-04 13:39:00,,False,Cash,direct visit
5141,U141,Alice Johnson,23,Female,Houston,Platinum,P0141,Smartwatch,Home Goods,Fiction,Brand D,774.79,3.6,click,2024-01-04 13:40:00,4,True,Cash,social media
5142,U142,Jane Smith,56,Female,Chicago,Silver,P0142,T-Shirt,Books,Kitchen Appliances,Brand D,180.16,4.2,purchase,2024-01-04 13:41:00,4,False,Bank Transfer,search engine
5143,U143,Jane Smith,20,Male,Phoenix,Platinum,P0143,Novel,Clothing,Kitchen Appliances,Brand B,390.3,4.4,purchase,2024-01-04 13:42:00,4,True,Credit Card,direct visit
5144,U144,Bob Brown,27,Male,New York,Gold,P0144,T-Shirt,Clothing,Fiction,Brand C,164.0,3.3,purchase,2024-01-04 13:43:00,3,False,PayPal,social media
5145,U145,Charlie Davis,48,Male,Chicago,Platinum,P0145,T-Shirt,Books,Apparel,Brand D,303.66,3.8,purchase,2024-01-04 13:44:00,,True,Credit Card,email campaign
5146,U146,John Doe,22,Non-Binary,Phoenix,Gold,P0146,Smartwatch,Clothing,Fiction,Brand A,172.89,3.4,click,2024-01-04 13:45:00,,True,Bank Transfer,search engine
5147,U147,Charlie Davis,49,Male,Phoenix,Platinum,P0147,Headphones,Clothing,Apparel,Brand C,401.98,4.1,click,2024-01-04 13:46:00,4,True,Cash,direct visit
5148,U148,Alice Johnson,33,Non-Binary,Chicago,Silver,P0148,Headphones,Clothing,Wearable Tech,Brand D,558.82,3.4,review,2024-01-04 13:47:00,3,True,PayPal,direct visit
5149,U149,Charlie Davis,43,Male,Los Angeles,Platinum,P0149,Laptop,Clothing,Kitchen Appliances,Brand C,813.97,3.9,review,2024-01-04 13:48:00,,True,PayPal,email campaign
5150,U150,Alice Johnson,26,Female,Chicago,Silver,P0150,Headphones,Books,Apparel,Brand A,742.45,4.6,click,2024-01-04 13:49:00,3,True,Credit Card,search engine
5151,U151,John Doe,58,Male,Phoenix,Gold,P0151,Coffee Maker,Clothing,Fiction,Brand C,120.21,3.6,review,2024-01-04 13:50:00,5,True,Credit Card,direct visit
5152,U152,Bob Brown,40,Non-Binary,Chicago,Platinum,P0152,Headphones,Electronics,Apparel,Brand A,412.68,3.4,purchase,2024-01-04 13:51:00,5,False,Cash,social media
5153,U153,Charlie Davis,51,Male,Houston,Silver,P0153,Headphones,Home Goods,Apparel,Brand B,912.04,3.8,purchase,2024-01-04 13:52:00,4,False,PayPal,social media
5154,U154,Bob Brown,43,Female,Houston,Silver,P0154,Headphones,Clothing,Fiction,Brand A,602.29,4.9,click,2024-01-04 13:53:00,3,True,Credit Card,social media
5155,U155,John Doe,53,Female,Phoenix,Platinum,P0155,Headphones,Books,Wearable Tech,Brand D,963.54,4.3,review,2024-01-04 13:54:00,3,True,PayPal,social media
5156,U156,Alice Johnson,20,Male,Houston,Silver,P0156,Smartwatch,Books,Apparel,Brand C,476.62,4.2,purchase,2024-01-04 13:55:00,5,False,PayPal,search engine
5157,U157,Bob Brown,46,Female,New York,Platinum,P0157,T-Shirt,Home Goods,Apparel,Brand D,364.78,4.4,review,2024-01-04 13:56:00,4,True,Cash,search engine
5158,U158,John Doe,25,Male,Chicago,Platinum,P0158,T-Shirt,Clothing,Kitchen Appliances,Brand B,713.9,4.1,review,2024-01-04 13:57:00,4,False,Bank Transfer,email campaign
5159,U159,Charlie Davis,55,Non-Binary,Los Angeles,Gold,P0159,Laptop,Books,Kitchen Appliances,Brand B,927.78,4.8,purchase,2024-01-04 13:58:00,,True,Cash,social media
5160,U160,Charlie Davis,32,Non-Binary,Los Angeles,Platinum,P0160,Smartwatch,Books,Fiction,Brand C,911.72,4.3,purchase,2024-01-04 13:59:00,4,False,Bank Transfer,direct visit
5161,U161,Alice Johnson,35,Male,New York,Platinum,P0161,Smartwatch,Clothing,Kitchen Appliances,Brand D,420.89,4.8,review,2024-01-04 14:00:00,,False,Credit Card,search engine
5162,U162,Charlie Davis,41,Male,New York,Silver,P0162,Novel,Home Goods,Wearable Tech,Brand C,702.1,4.6,purchase,2024-01-04 14:01:00,3,False,Cash,direct visit
5163,U163,John Doe,28,Female,Phoenix,Platinum,P0163,Novel,Electronics,Apparel,Brand A,249.66,4.5,purchase,2024-01-04 14:02:00,3,False,Cash,search engine
5164,U164,John Doe,53,Non-Binary,New York,Silver,P0164,Coffee Maker,Clothing,Kitchen Appliances,Brand C,279.78,4.2,click,2024-01-04 14:03:00,5,True,Credit Card,search engine
5165,U165,Alice Johnson,34,Female,Los Angeles,Gold,P0165,T-Shirt,Books,Apparel,Brand A,988.98,3.1,purchase,2024-01-04 14:04:00,3,True,Cash,direct visit
5166,U166,Charlie Davis,44,Female,New York,Silver,P0166,Novel,Books,Kitchen Appliances,Brand D,85.86,4.3,click,2024-01-04 14:05:00,,False,PayPal,email campaign
5167,U167,Jane Smith,38,Female,Houston,Gold,P0167,T-Shirt,Books,Apparel,Brand D,349.81,4.4,click,2024-01-04 14:06:00,5,False,Bank Transfer,search engine
5168,U168,Alice Johnson,39,Male,Chicago,Platinum,P0168,Smartwatch,Books,Fiction,Brand A,84.57,4.3,review,2024-01-04 14:07:00,5,False,Credit Card,social media
5169,U169,Alice Johnson,59,Non-Binary,Chicago,Silver,P0169,T-Shirt,Books,Fiction,Brand D,417.18,4.6,purchase,2024-01-04 14:08:00,3,True,Cash,direct visit
5170,U170,Jane Smith,50,Female,Phoenix,Gold,P0170,Coffee Maker,Books,Fiction,Brand A,842.04,3.0,review,2024-01-04 14:09:00,,True,Credit Card,social media
5171,U171,Alice Johnson,26,Female,New York,Platinum,P0171,Coffee Maker,Home Goods,Wearable Tech,Brand B,705.04,3.2,click,2024-01-04 14:10:00,3,False,Cash,email campaign
5172,U172,Alice Johnson,21,Male,Phoenix,Silver,P0172,T-Shirt,Clothing,Fiction,Brand A,674.29,4.1,purchase,2024-01-04 14:11:00,5,True,Bank Transfer,social media
5173,U173,Bob Brown,55,Female,Phoenix,Silver,P0173,Coffee Maker,Clothing,Kitchen Appliances,Brand C,898.77,3.0,purchase,2024-01-04 14:12:00,3,True,PayPal,social media
5174,U174,John Doe,47,Non-Binary,Phoenix,Platinum,P0174,Coffee Maker,Home Goods,Apparel,Brand B,729.94,3.5,review,2024-01-04 14:13:00,5,True,Cash,direct visit
5175,U175,Jane Smith,47,Male,Los Angeles,Silver,P0175,Headphones,Clothing,Wearable Tech,Brand A,601.98,3.8,purchase,2024-01-04 14:14:00,4,True,PayPal,email campaign
5176,U176,Bob Brown,40,Male,New York,Silver,P0176,Coffee Maker,Electronics,Wearable Tech,Brand B,321.89,3.9,purchase,2024-01-04 14:15:00,3,False,Cash,search engine
5177,U177,John Doe,35,Non-Binary,New York,Gold,P0177,Smartwatch,Home Goods,Fiction,Brand A,891.12,3.3,review,2024-01-04 14:16:00,,True,Bank Transfer,social media
5178,U178,Charlie Davis,33,Male,Los Angeles,Gold,P0178,Smartwatch,Electronics,Kitchen Appliances,Brand B,203.33,3.7,purchase,2024-01-04 14:17:00,5,True,PayPal,social media
5179,U179,John Doe,29,Female,Los Angeles,Platinum,P0179,T-Shirt,Books,Apparel,Brand B,697.37,3.3,purchase,2024-01-04 14:18:00,5,True,Cash,search engine
5180,U180,Bob Brown,47,Non-Binary,Houston,Platinum,P0180,Novel,Electronics,Wearable Tech,Brand C,742.68,4.0,click,2024-01-04 14:19:00,4,False,Credit Card,social media
5181,U181,Alice Johnson,52,Non-Binary,Los Angeles,Platinum,P0181,Coffee Maker,Books,Fiction,Brand D,138.78,4.3,purchase,2024-01-04 14:20:00,5,True,Bank Transfer,social media
5182,U182,Jane Smith,39,Non-Binary,Los Angeles,Silver,P0182,Headphones,Books,Apparel,Brand C,673.41,4.5,purchase,2024-01-04 14:21:00,4,False,Bank Transfer,direct visit
